CustomerID,FirstName,LastName,Gender,DateOfBirth,Email,Phone,Country,City,State,PostalCode,RegistrationDate,CustomerSegment,LoyaltyTier,IsActive,PreferredLanguage,MarketingOptIn
C00004868,Charlotte,Jones,Female,1981-12-08,charlotte.jones4868@globalretail.com,+8424168352,Spain,Madrid,Madrid,20602,2024-09-22,Consumer,Bronze,True,es,True
C00004869,James,Wilson,Male,1986-04-18,james.wilson4869@globalretail.com,+62754966174,United States,New York,NY,93716,2023-12-17,Consumer,Silver,True,en,True
C00004870,Emma,Wilson,Female,2004-09-10,emma.wilson4870@globalretail.com,+30659719264,Canada,Toronto,Ontario,21032,2023-08-30,Small Business,Bronze,True,en,True
C00004871,James,Smith,Non-Binary,1983-03-07,james.smith4871@globalretail.com,+19789984014,Netherlands,Amsterdam,North Holland,86348,2020-01-15,Consumer,Bronze,True,nl,True
C00004872,Sophia,Moore,Non-Binary,1988-04-03,sophia.moore4872@globalretail.com,+75712277389,Germany,Berlin,Berlin,30623,2023-04-27,Consumer,Gold,True,de,True
C00004873,Lucas,Garcia,Female,1975-12-28,lucas.garcia4873@globalretail.com,+53777029492,United Kingdom,London,England,91423,2026-02-12,Consumer,Bronze,True,en,True
C00004874,Isabella,Taylor,Male,1991-09-23,isabella.taylor4874@globalretail.com,+79603614658,United States,New York,NY,69989,2021-02-17,Small Business,Silver,True,en,False
C00004875,Sophia,Smith,Male,1986-10-01,sophia.smith4875@globalretail.com,+98384504272,United States,New York,NY,28539,2024-01-17,Consumer,Silver,True,en,False
C00004876,James,Moore,Non-Binary,1997-05-26,james.moore4876@globalretail.com,+14501617484,United States,New York,NY,11913,2021-05-20,Consumer,Gold,True,en,False
C00004877,Olivia,Moore,Female,1996-07-19,olivia.moore4877@globalretail.com,+13368001119,France,Paris,Île-de-France,96367,2026-04-09,Consumer,Bronze,True,fr,False
C00004878,Liam,Smith,Female,2005-10-21,liam.smith4878@globalretail.com,+76455657650,Germany,Berlin,Berlin,38433,2025-08-04,Small Business,Bronze,True,de,True
C00004879,Lucas,Martin,Male,1977-01-25,lucas.martin4879@globalretail.com,+86785214331,Germany,Berlin,Berlin,46074,2025-03-15,Small Business,Bronze,True,de,True
C00004880,Liam,Garcia,Female,1977-01-06,liam.garcia4880@globalretail.com,+99824462977,Canada,Toronto,Ontario,38327,2022-04-20,Small Business,Silver,True,en,False
C00004881,Liam,Garcia,Female,1975-12-18,liam.garcia4881@globalretail.com,+80140558767,France,Paris,Île-de-France,33694,2020-10-20,Consumer,Bronze,False,fr,False
C00004882,Charlotte,Davis,Female,1977-02-09,charlotte.davis4882@globalretail.com,+29499193887,United States,New York,NY,89474,2022-10-03,Consumer,Gold,True,en,True
C00004883,John,Wilson,Male,2002-07-08,john.wilson4883@globalretail.com,+35504413754,United Kingdom,London,England,83476,2025-03-12,Consumer,Bronze,True,en,True
C00004884,James,Brown,Non-Binary,1976-01-07,james.brown4884@globalretail.com,+90516416278,Italy,Milan,Lombardy,99236,2024-09-09,Consumer,Bronze,True,it,True
C00004885,Lucas,Martin,Non-Binary,1983-09-16,lucas.martin4885@globalretail.com,+88285867401,France,Paris,Île-de-France,97191,2025-04-03,Consumer,Gold,True,fr,True
C00004886,Lucas,Taylor,Male,1992-12-29,lucas.taylor4886@globalretail.com,+9143404314,Spain,Madrid,Madrid,12870,2023-04-14,Corporate,Silver,True,es,True
C00004887,Amelia,Brown,Male,2006-01-30,amelia.brown4887@globalretail.com,+43422444510,United Kingdom,London,England,48900,2025-07-07,Small Business,Bronze,True,en,True
C00004888,Liam,Johnson,Non-Binary,1980-12-18,liam.johnson4888@globalretail.com,+31955476191,United Kingdom,London,England,52242,2024-03-28,Small Business,Silver,True,en,True
C00004889,Isabella,Taylor,Non-Binary,1996-07-08,isabella.taylor4889@globalretail.com,+22374997805,France,Paris,Île-de-France,64894,2020-09-16,Consumer,Silver,True,fr,True
C00004890,Lucas,Martin,Non-Binary,1998-12-08,lucas.martin4890@globalretail.com,+79199167410,Germany,Berlin,Berlin,82053,2021-05-06,Consumer,Bronze,True,de,True
C00004891,Amelia,Miller,Male,1992-06-09,amelia.miller4891@globalretail.com,+99787330264,United Kingdom,London,England,14710,2026-01-22,Consumer,Bronze,True,en,True
C00004892,Lucas,Wilson,Female,2004-11-28,lucas.wilson4892@globalretail.com,+84468574893,Canada,Toronto,Ontario,49782,2024-04-30,Consumer,Bronze,True,en,True
C00004893,Olivia,Moore,Non-Binary,1999-03-23,olivia.moore4893@globalretail.com,+37241078085,Italy,Milan,Lombardy,99298,2026-01-22,Corporate,Gold,True,it,True
C00004894,Amelia,Garcia,Female,1999-02-12,amelia.garcia4894@globalretail.com,+81381524745,France,Paris,Île-de-France,76727,2022-01-18,Small Business,Bronze,True,fr,True
C00004895,Liam,Brown,Female,1980-06-05,liam.brown4895@globalretail.com,+98494746788,Netherlands,Amsterdam,North Holland,29578,2021-10-02,Consumer,Silver,True,nl,True
C00004896,John,Williams,Female,1975-05-26,john.williams4896@globalretail.com,+96233076173,France,Paris,Île-de-France,64787,2020-08-22,Consumer,Bronze,True,fr,True
C00004897,James,Taylor,Non-Binary,1985-01-04,james.taylor4897@globalretail.com,+45227321027,United States,New York,NY,14940,2025-08-29,Consumer,Gold,True,en,True
C00004898,Olivia,Brown,Female,1993-04-01,olivia.brown4898@globalretail.com,+50819317489,United States,New York,NY,55701,2022-04-24,Consumer,Bronze,True,en,False
C00004899,John,Williams,Non-Binary,1988-01-29,john.williams4899@globalretail.com,+57673449588,Italy,Milan,Lombardy,70413,2024-06-11,Consumer,Bronze,True,it,True
C00004900,Amelia,Williams,Non-Binary,1988-10-24,amelia.williams4900@globalretail.com,+62237368660,France,Paris,Île-de-France,22440,2022-11-28,Small Business,Gold,False,fr,True
C00004901,Sophia,Miller,Male,2011-09-11,sophia.miller4901@globalretail.com,+21966744495,United States,New York,NY,47951,2022-08-29,Consumer,Bronze,True,en,True
C00004902,James,Wilson,Male,1975-06-15,james.wilson4902@globalretail.com,+89600419497,United States,New York,NY,97297,2024-08-09,Small Business,Silver,True,en,False
C00004903,Noah,Moore,Non-Binary,1998-07-05,noah.moore4903@globalretail.com,+8800618965,United Kingdom,London,England,47099,2024-02-22,Consumer,Bronze,True,en,False
C00004904,Charlotte,Jones,Non-Binary,1980-08-14,charlotte.jones4904@globalretail.com,+99512547195,United States,New York,NY,77189,2023-06-20,Consumer,Bronze,True,en,False
C00004905,Liam,Martin,Non-Binary,2004-03-25,liam.martin4905@globalretail.com,+20750414841,United States,New York,NY,30191,2024-09-13,Consumer,Silver,True,en,True
C00004906,Liam,Smith,Non-Binary,1987-04-30,liam.smith4906@globalretail.com,+73335400126,Italy,Milan,Lombardy,20685,2021-10-15,Consumer,Platinum,True,it,True
C00004907,Noah,Miller,Male,1997-10-05,noah.miller4907@globalretail.com,+9687527305,Germany,Berlin,Berlin,92975,2025-03-19,Consumer,Bronze,True,de,True
C00004908,Emma,Moore,Female,1990-10-26,emma.moore4908@globalretail.com,+93677983394,United States,New York,NY,94870,2025-03-08,Consumer,Gold,True,en,False
C00004909,John,Williams,Non-Binary,1986-03-24,john.williams4909@globalretail.com,+9479261686,Canada,Toronto,Ontario,71101,2025-06-23,Small Business,Silver,True,en,True
C00004910,Sophia,Smith,Non-Binary,1989-12-29,sophia.smith4910@globalretail.com,+58792925701,Italy,Milan,Lombardy,64405,2025-07-30,Consumer,Bronze,True,it,True
C00004911,Amelia,Smith,Male,1996-08-10,amelia.smith4911@globalretail.com,+32320154248,United States,New York,NY,62422,2025-06-11,Consumer,Bronze,True,en,True
C00004912,Liam,Johnson,Female,2000-05-11,liam.johnson4912@globalretail.com,+66826729949,Italy,Milan,Lombardy,15640,2026-03-23,Consumer,Bronze,True,it,False
C00004913,Isabella,Smith,Female,1985-11-21,isabella.smith4913@globalretail.com,+22665163232,United Kingdom,London,England,10548,2025-03-10,Consumer,Silver,True,en,True
C00004914,Emma,Wilson,Female,2002-07-27,emma.wilson4914@globalretail.com,+91814607600,United States,New York,NY,24677,2026-03-04,Corporate,Bronze,True,en,True
C00004915,Amelia,Garcia,Non-Binary,1983-06-20,amelia.garcia4915@globalretail.com,+55122270633,United States,New York,NY,74209,2025-02-19,Consumer,Bronze,True,en,False
C00004916,Emma,Smith,Non-Binary,2002-12-28,emma.smith4916@globalretail.com,+44451857448,Italy,Milan,Lombardy,84849,2020-01-22,Consumer,Bronze,True,it,True
C00004917,Emma,Taylor,Non-Binary,2009-05-16,emma.taylor4917@globalretail.com,+11982640654,United States,New York,NY,13681,2026-03-19,Small Business,Bronze,True,en,True
C00004918,James,Davis,Female,1986-05-10,james.davis4918@globalretail.com,+89496876300,Germany,Berlin,Berlin,38741,2024-09-21,Small Business,Bronze,True,de,True
C00004919,Olivia,Smith,Non-Binary,2008-08-27,olivia.smith4919@globalretail.com,+67902684357,United States,New York,NY,58276,2021-09-28,Consumer,Bronze,True,en,True
C00004920,Isabella,Williams,Female,2000-11-12,isabella.williams4920@globalretail.com,+23327417234,Germany,Berlin,Berlin,99774,2022-02-21,Consumer,Bronze,True,de,True
C00004921,Sophia,Wilson,Female,2002-08-17,sophia.wilson4921@globalretail.com,+70120871640,United States,New York,NY,76057,2024-02-13,Small Business,Silver,True,en,True
C00004922,Noah,Brown,Female,1997-08-19,noah.brown4922@globalretail.com,+86438525280,United States,New York,NY,17533,2020-10-02,Consumer,Bronze,True,en,False
C00004923,Emma,Taylor,Female,2014-04-01,emma.taylor4923@globalretail.com,+54674694604,Spain,Madrid,Madrid,70707,2023-06-26,Consumer,Silver,True,es,True
C00004924,Liam,Taylor,Non-Binary,1995-06-05,liam.taylor4924@globalretail.com,+20323441464,United Kingdom,London,England,12278,2021-12-06,Consumer,Platinum,True,en,True
C00004925,Isabella,Davis,Female,1981-05-06,isabella.davis4925@globalretail.com,+73101640431,Spain,Madrid,Madrid,26736,2024-02-29,Small Business,Bronze,True,es,True
C00004926,John,Martin,Non-Binary,1975-12-15,john.martin4926@globalretail.com,+74336034825,United States,New York,NY,95955,2025-01-05,Consumer,Bronze,True,en,True
C00004927,Noah,Martin,Non-Binary,1998-12-30,noah.martin4927@globalretail.com,+54948151915,France,Paris,Île-de-France,21646,2021-08-04,Consumer,Silver,True,fr,True
C00004928,Lucas,Moore,Male,1995-04-10,lucas.moore4928@globalretail.com,+23144271240,Italy,Milan,Lombardy,46876,2022-05-25,Consumer,Bronze,True,it,True
C00004929,Amelia,Smith,Non-Binary,2000-11-28,amelia.smith4929@globalretail.com,+86445410837,United States,New York,NY,80929,2022-09-20,Consumer,Bronze,True,en,True
C00004930,Michael,Moore,Male,1981-11-28,michael.moore4930@globalretail.com,+82599535359,United States,New York,NY,72427,2024-02-09,Consumer,Bronze,True,en,True
C00004931,Isabella,Garcia,Male,1984-07-13,isabella.garcia4931@globalretail.com,+33858155361,Italy,Milan,Lombardy,85779,2023-03-29,Consumer,Bronze,True,it,False
C00004932,John,Davis,Non-Binary,1994-06-21,john.davis4932@globalretail.com,+50579995345,France,Paris,Île-de-France,89725,2025-03-30,Consumer,Silver,True,fr,False
C00004933,Olivia,Smith,Male,1990-05-19,olivia.smith4933@globalretail.com,+14644558279,United States,New York,NY,94756,2022-12-07,Consumer,Silver,True,en,True
C00004934,Charlotte,Taylor,Non-Binary,2002-03-17,charlotte.taylor4934@globalretail.com,+27726069487,United Kingdom,London,England,45713,2020-06-17,Consumer,Gold,True,en,True
C00004935,Charlotte,Garcia,Non-Binary,1975-03-02,charlotte.garcia4935@globalretail.com,+67189790958,Germany,Berlin,Berlin,81034,2025-03-05,Consumer,Bronze,True,de,False
C00004936,Liam,Brown,Non-Binary,1977-08-22,liam.brown4936@globalretail.com,+50615390129,United States,New York,NY,89530,2024-12-10,Consumer,Silver,True,en,True
C00004937,Lucas,Garcia,Male,1998-11-21,lucas.garcia4937@globalretail.com,+25545966107,France,Paris,Île-de-France,98262,2023-04-06,Consumer,Bronze,True,fr,False
C00004938,Liam,Garcia,Non-Binary,2010-09-30,liam.garcia4938@globalretail.com,+28871382134,France,Paris,Île-de-France,53198,2025-10-02,Consumer,Silver,True,fr,True
C00004939,Liam,Johnson,Female,2006-02-16,liam.johnson4939@globalretail.com,+63693707049,United States,New York,NY,79873,2023-05-14,Consumer,Bronze,True,en,True
C00004940,James,Jones,Female,2002-11-05,james.jones4940@globalretail.com,+2672746129,United States,New York,NY,85702,2026-01-20,Consumer,Gold,True,en,False
C00004941,Charlotte,Wilson,Female,1981-06-13,charlotte.wilson4941@globalretail.com,+71666068197,United States,New York,NY,79108,2021-11-18,Corporate,Silver,False,en,True
C00004942,Emma,Johnson,Male,2001-08-09,emma.johnson4942@globalretail.com,+92134869842,Spain,Madrid,Madrid,74061,2024-01-07,Consumer,Silver,True,es,False
C00004943,Olivia,Miller,Non-Binary,2010-12-29,olivia.miller4943@globalretail.com,+31294225316,United Kingdom,London,England,10128,2021-06-04,Consumer,Silver,True,en,False
C00004944,Sophia,Miller,Non-Binary,1986-03-26,sophia.miller4944@globalretail.com,+80952516377,Spain,Madrid,Madrid,89869,2020-05-02,Consumer,Bronze,True,es,True
C00004945,Amelia,Williams,Non-Binary,1981-03-23,amelia.williams4945@globalretail.com,+18152845026,Spain,Madrid,Madrid,66236,2021-11-17,Consumer,Bronze,True,es,True
C00004946,Emma,Brown,Female,2008-06-20,emma.brown4946@globalretail.com,+52589746894,France,Paris,Île-de-France,88707,2024-05-15,Consumer,Bronze,True,fr,True
C00004947,Amelia,Moore,Non-Binary,1984-09-11,amelia.moore4947@globalretail.com,+77646144833,United States,New York,NY,42739,2020-09-16,Consumer,Bronze,False,en,False
C00004948,Charlotte,Moore,Male,2011-07-05,charlotte.moore4948@globalretail.com,+74436928661,United Kingdom,London,England,88767,2021-05-22,Small Business,Bronze,True,en,False
C00004949,John,Johnson,Non-Binary,2014-02-26,john.johnson4949@globalretail.com,+88951214139,United Kingdom,London,England,68916,2025-01-17,Consumer,Gold,True,en,True
C00004950,James,Davis,Male,2013-06-25,james.davis4950@globalretail.com,+26557020991,France,Paris,Île-de-France,11713,2025-05-14,Consumer,Gold,True,fr,True
C00004951,Liam,Taylor,Female,1982-10-31,liam.taylor4951@globalretail.com,+67652156725,United States,New York,NY,17725,2021-05-19,Small Business,Silver,True,en,True
C00004952,Liam,Wilson,Male,1976-12-08,liam.wilson4952@globalretail.com,+60723376517,United Kingdom,London,England,46226,2023-04-09,Consumer,Gold,True,en,True
C00004953,Emma,Williams,Female,1999-08-10,emma.williams4953@globalretail.com,+35510299597,France,Paris,Île-de-France,77901,2024-10-14,Consumer,Silver,True,fr,True
C00004954,James,Moore,Male,1989-01-29,james.moore4954@globalretail.com,+39483914027,United States,New York,NY,12622,2024-06-20,Consumer,Bronze,True,en,True
C00004955,Olivia,Garcia,Non-Binary,1987-07-25,olivia.garcia4955@globalretail.com,+77966245683,United States,New York,NY,97104,2023-05-09,Consumer,Bronze,True,en,True
C00004956,Amelia,Smith,Male,1999-01-29,amelia.smith4956@globalretail.com,+87685178464,United States,New York,NY,64413,2023-06-11,Corporate,Bronze,True,en,True
C00004957,Lucas,Davis,Non-Binary,1985-04-12,lucas.davis4957@globalretail.com,+76682338059,Spain,Madrid,Madrid,53176,2024-05-22,Consumer,Platinum,True,es,True
C00004958,James,Davis,Non-Binary,2004-05-07,james.davis4958@globalretail.com,+62966860619,Germany,Berlin,Berlin,62893,2020-09-11,Consumer,Bronze,True,de,False
C00004959,Emma,Brown,Non-Binary,1988-03-02,emma.brown4959@globalretail.com,+50128910311,France,Paris,Île-de-France,88959,2021-05-26,Consumer,Bronze,True,fr,True
C00004960,Isabella,Martin,Female,1989-08-19,isabella.martin4960@globalretail.com,+64308405921,United Kingdom,London,England,31083,2021-08-20,Consumer,Gold,True,en,True
C00004961,Isabella,Garcia,Non-Binary,2000-04-02,isabella.garcia4961@globalretail.com,+95259846011,Italy,Milan,Lombardy,67250,2023-01-07,Consumer,Gold,False,it,True
C00004962,Emma,Johnson,Female,2000-12-22,emma.johnson4962@globalretail.com,+1440571200,United States,New York,NY,95043,2021-04-02,Corporate,Silver,True,en,False
C00004963,Emma,Smith,Female,1981-07-20,emma.smith4963@globalretail.com,+26706799630,Germany,Berlin,Berlin,49895,2024-12-25,Consumer,Bronze,True,de,False
C00004964,Olivia,Taylor,Female,1997-08-11,olivia.taylor4964@globalretail.com,+34953868677,United States,New York,NY,42661,2025-09-11,Consumer,Silver,True,en,True
C00004965,James,Martin,Female,2005-07-30,james.martin4965@globalretail.com,+18617943425,Spain,Madrid,Madrid,48713,2026-03-03,Consumer,Silver,True,es,True
C00004966,Lucas,Davis,Male,2013-05-02,lucas.davis4966@globalretail.com,+13658314215,United Kingdom,London,England,52395,2024-10-18,Small Business,Bronze,True,en,True
C00004967,Olivia,Martin,Male,2001-12-31,olivia.martin4967@globalretail.com,+98428595270,Canada,Toronto,Ontario,46091,2023-11-03,Consumer,Silver,True,en,True
C00004968,Charlotte,Garcia,Female,2002-05-08,charlotte.garcia4968@globalretail.com,+3967109573,Germany,Berlin,Berlin,25155,2026-01-25,Consumer,Bronze,True,de,True
C00004969,Olivia,Taylor,Non-Binary,1981-09-15,olivia.taylor4969@globalretail.com,+29105457774,Spain,Madrid,Madrid,52580,2024-12-01,Consumer,Gold,True,es,True
C00004970,Michael,Miller,Non-Binary,1985-03-02,michael.miller4970@globalretail.com,+24148097308,Italy,Milan,Lombardy,26820,2022-11-30,Consumer,Bronze,True,it,False
C00004971,Charlotte,Brown,Male,1997-04-28,charlotte.brown4971@globalretail.com,+63336506536,Spain,Madrid,Madrid,12157,2023-05-20,Consumer,Bronze,True,es,False
C00004972,Michael,Williams,Female,1984-05-04,michael.williams4972@globalretail.com,+24598146217,United States,New York,NY,93451,2025-06-29,Consumer,Silver,True,en,True
C00004973,Charlotte,Miller,Non-Binary,2011-03-21,charlotte.miller4973@globalretail.com,+92378201973,United States,New York,NY,58644,2021-11-16,Consumer,Bronze,True,en,True
C00004974,Charlotte,Jones,Female,1980-07-05,charlotte.jones4974@globalretail.com,+10589421417,United Kingdom,London,England,81711,2022-04-14,Consumer,Bronze,True,en,True
C00004975,Amelia,Johnson,Female,1990-07-14,amelia.johnson4975@globalretail.com,+73589206587,United States,New York,NY,25106,2024-07-18,Consumer,Silver,False,en,True
C00004976,Noah,Wilson,Non-Binary,1983-09-07,noah.wilson4976@globalretail.com,+21699270014,Spain,Madrid,Madrid,64118,2026-01-28,Consumer,Gold,True,es,True
C00004977,Isabella,Wilson,Non-Binary,1979-12-07,isabella.wilson4977@globalretail.com,+83278571909,United States,New York,NY,33190,2024-04-18,Small Business,Silver,True,en,False
C00004978,Isabella,Martin,Non-Binary,2008-07-11,isabella.martin4978@globalretail.com,+92813018792,Spain,Madrid,Madrid,51621,2025-09-29,Consumer,Bronze,True,es,True
C00004979,Sophia,Martin,Male,1988-08-17,sophia.martin4979@globalretail.com,+50760421237,United States,New York,NY,64840,2023-07-12,Consumer,Bronze,False,en,False
C00004980,Charlotte,Taylor,Male,2011-07-22,charlotte.taylor4980@globalretail.com,+62602860071,United States,New York,NY,12008,2020-02-11,Consumer,Silver,True,en,False
C00004981,Charlotte,Brown,Female,1986-01-07,charlotte.brown4981@globalretail.com,+39560273796,Italy,Milan,Lombardy,18222,2023-10-18,Consumer,Bronze,True,it,False
C00004982,Amelia,Williams,Male,1996-10-02,amelia.williams4982@globalretail.com,+15993622693,United Kingdom,London,England,83160,2025-03-03,Small Business,Bronze,True,en,True
C00004983,Charlotte,Taylor,Female,2003-07-13,charlotte.taylor4983@globalretail.com,+91506683120,Germany,Berlin,Berlin,94469,2021-08-25,Consumer,Bronze,True,de,True
C00004984,Amelia,Brown,Non-Binary,1998-03-04,amelia.brown4984@globalretail.com,+57577885269,Canada,Toronto,Ontario,69767,2023-06-15,Consumer,Bronze,True,en,True
C00004985,Olivia,Jones,Female,1982-04-30,olivia.jones4985@globalretail.com,+49306502525,France,Paris,Île-de-France,88039,2022-01-11,Consumer,Bronze,True,fr,True
C00004986,Michael,Smith,Female,2012-04-26,michael.smith4986@globalretail.com,+78852610454,United States,New York,NY,53206,2025-02-13,Consumer,Silver,False,en,True
C00004987,Noah,Johnson,Female,1995-05-18,noah.johnson4987@globalretail.com,+9653312711,United Kingdom,London,England,67181,2022-01-15,Consumer,Bronze,True,en,False
C00004988,Sophia,Brown,Female,1976-07-20,sophia.brown4988@globalretail.com,+22182435265,Netherlands,Amsterdam,North Holland,16138,2025-02-18,Consumer,Bronze,True,nl,True
C00004989,Noah,Martin,Non-Binary,1999-12-27,noah.martin4989@globalretail.com,+81690140298,United States,New York,NY,21558,2023-08-31,Corporate,Platinum,True,en,True
C00004990,Sophia,Brown,Male,1980-07-06,sophia.brown4990@globalretail.com,+78108642003,United Kingdom,London,England,99410,2020-03-10,Small Business,Bronze,True,en,True
C00004991,Lucas,Wilson,Non-Binary,1988-08-26,lucas.wilson4991@globalretail.com,+75974482483,Italy,Milan,Lombardy,82450,2021-02-01,Consumer,Bronze,True,it,True
C00004992,Noah,Moore,Male,1983-02-26,noah.moore4992@globalretail.com,+19842574457,United States,New York,NY,14703,2021-11-12,Small Business,Bronze,True,en,True
C00004993,Liam,Williams,Non-Binary,2009-11-08,liam.williams4993@globalretail.com,+92258215533,Germany,Berlin,Berlin,53151,2020-11-30,Consumer,Bronze,True,de,True
C00004994,Lucas,Wilson,Non-Binary,1982-09-09,lucas.wilson4994@globalretail.com,+36346473524,France,Paris,Île-de-France,77228,2021-04-04,Consumer,Silver,False,fr,True
C00004995,Isabella,Davis,Non-Binary,1994-12-23,isabella.davis4995@globalretail.com,+32371195631,Italy,Milan,Lombardy,71007,2023-11-21,Consumer,Silver,True,it,True
C00004996,Emma,Garcia,Female,1994-09-26,emma.garcia4996@globalretail.com,+84593693063,United Kingdom,London,England,10618,2022-07-24,Corporate,Bronze,True,en,False
C00004997,Noah,Davis,Female,1980-07-09,noah.davis4997@globalretail.com,+8494264608,United States,New York,NY,98154,2020-02-25,Consumer,Bronze,True,en,False
C00004998,Charlotte,Taylor,Male,1999-09-03,charlotte.taylor4998@globalretail.com,+99443046261,Germany,Berlin,Berlin,76907,2025-01-30,Consumer,Bronze,True,de,True
C00004999,James,Johnson,Male,1989-06-21,james.johnson4999@globalretail.com,+51430763456,United Kingdom,London,England,28518,2023-10-25,Consumer,Bronze,True,en,True
C00005000,Charlotte,Smith,Female,1986-06-21,charlotte.smith5000@globalretail.com,+70219292406,United States,New York,NY,79850,2020-01-01,Consumer,Bronze,True,en,True
C00005001,Michael,Taylor,Male,2002-08-10,michael.taylor5001@globalretail.com,+68284633453,United States,New York,NY,77350,2024-10-10,Small Business,Bronze,True,en,True
C00005002,Isabella,Davis,Male,1977-10-14,isabella.davis5002@globalretail.com,+88340937905,United Kingdom,London,England,51023,2025-04-20,Consumer,Bronze,True,en,True
C00005003,Emma,Jones,Non-Binary,2010-06-03,emma.jones5003@globalretail.com,+89337946665,Canada,Toronto,Ontario,21639,2022-03-10,Consumer,Bronze,True,en,True
C00005004,Charlotte,Miller,Male,1978-11-10,charlotte.miller5004@globalretail.com,+68324625200,Germany,Berlin,Berlin,63921,2020-03-11,Consumer,Gold,True,de,False
C00005005,Olivia,Brown,Male,1975-03-25,olivia.brown5005@globalretail.com,+7409106274,United States,New York,NY,78711,2025-02-01,Consumer,Bronze,True,en,False
C00005006,Lucas,Wilson,Male,1990-05-17,lucas.wilson5006@globalretail.com,+37333214726,Italy,Milan,Lombardy,82423,2021-05-18,Consumer,Bronze,True,it,True
C00005007,Olivia,Moore,Male,1987-08-04,olivia.moore5007@globalretail.com,+58549199928,Germany,Berlin,Berlin,60555,2020-01-13,Consumer,Bronze,True,de,True
C00005008,Michael,Jones,Female,1983-08-11,michael.jones5008@globalretail.com,+44743467283,Canada,Toronto,Ontario,62045,2024-04-16,Consumer,Silver,True,en,False
C00005009,Sophia,Martin,Male,1983-12-26,sophia.martin5009@globalretail.com,+75703849312,Italy,Milan,Lombardy,20999,2026-04-11,Consumer,Silver,True,it,True
C00005010,Olivia,Williams,Non-Binary,1990-04-20,olivia.williams5010@globalretail.com,+75885297899,Australia,Sydney,NSW,79976,2021-09-20,Consumer,Bronze,True,en,True
C00005011,Isabella,Miller,Female,2011-06-27,isabella.miller5011@globalretail.com,+99655326325,United States,New York,NY,20376,2022-12-15,Corporate,Gold,False,en,False
C00005012,Emma,Williams,Male,1991-12-28,emma.williams5012@globalretail.com,+90497632368,Spain,Madrid,Madrid,24923,2023-01-10,Consumer,Bronze,True,es,False
C00005013,Olivia,Williams,Male,1996-02-08,olivia.williams5013@globalretail.com,+24895952554,United States,New York,NY,98156,2024-06-10,Consumer,Silver,True,en,True
C00005014,Noah,Johnson,Non-Binary,2003-06-29,noah.johnson5014@globalretail.com,+13430862843,United States,New York,NY,20835,2022-07-10,Corporate,Gold,True,en,False
C00005015,Sophia,Moore,Male,1982-06-25,sophia.moore5015@globalretail.com,+90190831795,United Kingdom,London,England,73260,2023-06-16,Consumer,Bronze,True,en,False
C00005016,Amelia,Jones,Male,2001-10-07,amelia.jones5016@globalretail.com,+78376288071,Spain,Madrid,Madrid,65038,2020-09-25,Consumer,Bronze,True,es,False
C00005017,Charlotte,Jones,Male,1984-11-09,charlotte.jones5017@globalretail.com,+97756060332,France,Paris,Île-de-France,43460,2025-08-24,Consumer,Silver,False,fr,True
C00005018,Michael,Wilson,Female,1985-05-24,michael.wilson5018@globalretail.com,+1796820459,United States,New York,NY,99401,2025-03-08,Consumer,Bronze,True,en,False
C00005019,Emma,Jones,Female,1993-09-13,emma.jones5019@globalretail.com,+2373144071,Italy,Milan,Lombardy,46157,2024-07-13,Consumer,Bronze,True,it,True
C00005020,James,Martin,Male,1986-09-29,james.martin5020@globalretail.com,+61726737140,Germany,Berlin,Berlin,64645,2022-01-10,Consumer,Gold,True,de,False
C00005021,James,Brown,Female,1999-08-04,james.brown5021@globalretail.com,+73686979379,United Kingdom,London,England,14529,2020-06-26,Consumer,Bronze,True,en,False
C00005022,Michael,Smith,Non-Binary,2009-07-11,michael.smith5022@globalretail.com,+92275923103,United States,New York,NY,91337,2022-10-06,Consumer,Bronze,True,en,True
C00005023,Michael,Martin,Non-Binary,1987-11-16,michael.martin5023@globalretail.com,+6769389587,United States,New York,NY,19379,2021-01-03,Consumer,Bronze,True,en,True
C00005024,Emma,Taylor,Male,1995-05-02,emma.taylor5024@globalretail.com,+40817260288,United States,New York,NY,47385,2020-09-28,Consumer,Silver,True,en,True
C00005025,Charlotte,Davis,Female,1996-10-16,charlotte.davis5025@globalretail.com,+86452490799,United States,New York,NY,87028,2023-09-21,Consumer,Silver,True,en,True
C00005026,Emma,Davis,Non-Binary,2004-03-25,emma.davis5026@globalretail.com,+89167658341,Germany,Berlin,Berlin,14617,2022-06-28,Small Business,Bronze,True,de,False
C00005027,Lucas,Garcia,Male,1978-06-16,lucas.garcia5027@globalretail.com,+3731010334,United States,New York,NY,77473,2025-09-06,Small Business,Bronze,True,en,True
C00005028,James,Moore,Male,1984-11-21,james.moore5028@globalretail.com,+93266218068,United Kingdom,London,England,45533,2025-08-05,Small Business,Bronze,True,en,True
C00005029,Emma,Martin,Male,2012-01-10,emma.martin5029@globalretail.com,+90719452799,France,Paris,Île-de-France,50690,2023-08-19,Small Business,Silver,True,fr,True
C00005030,Noah,Jones,Male,1996-07-05,noah.jones5030@globalretail.com,+48211077037,United States,New York,NY,29425,2021-09-05,Consumer,Silver,True,en,False
C00005031,John,Brown,Non-Binary,1995-01-03,john.brown5031@globalretail.com,+93150768170,United States,New York,NY,29534,2022-12-15,Consumer,Gold,True,en,True
